booking_id,booking_date,persona,user_id,source,destination_city,craft_interest,participants,price_per_person,status,gross_booking_value,artisan_payout,rating,repeat_customer,assigned_team
CRB5185,2026-07-05,Sofia Martinez,u1897,Referral,Udaipur,Block Printing,1,3000,Completed,3000,2400.0,4.2,Yes,Revenue / Enterprise Team
CRB5186,2026-07-05,Mark Thompson,u1903,Travel Blog,Varanasi,Pottery,3,2000,Completed,6000,4800.0,4.6,No,Traveler Success
CRB5187,2026-07-05,Rahul Mehta,u1911,Direct,Jaipur,Pottery,1,2000,Completed,2000,1600.0,4.5,Yes,Traveler Success
CRB5188,2026-07-05,Rahul Mehta,u1915,Google Search,Jaipur,Warli Painting,10,1800,Completed,18000,14400.0,4.3,Yes,Traveler Success
CRB5189,2026-07-05,Mark Thompson,u1916,Instagram,Bangalore,Blue Pottery,1,1500,Completed,1500,1200.0,4.6,No,Revenue / Enterprise Team
CRB5190,2026-07-05,Sofia Martinez,u1917,Travel Blog,Khurja,Pottery,3,1800,Completed,5400,4320.0,4.0,Yes,Revenue / Enterprise Team
CRB5191,2026-07-05,Ananya Reddy,u1918,Referral,Varanasi,Blue Pottery,2,2500,Completed,5000,4000.0,4.4,No,Revenue / Enterprise Team
CRB5192,2026-07-05,Ananya Reddy,u1921,Instagram,Varanasi,Weaving,12,1500,Completed,18000,14400.0,4.4,Yes,Customer Success
CRB5193,2026-07-05,Priya Sharma,u1924,Referral,Khurja,Block Printing,3,2200,Completed,6600,5280.0,4.5,No,Traveler Success
CRB5194,2026-07-05,Ananya Reddy,u1926,Travel Blog,Khurja,Weaving,1,2000,Completed,2000,1600.0,4.4,No,Traveler Success
CRB5195,2026-07-05,Ananya Reddy,u1936,Instagram,Jaipur,Blue Pottery,1,2200,Completed,2200,1760.0,4.6,No,Revenue / Enterprise Team
CRB5196,2026-07-05,Rahul Mehta,u1940,Instagram,Bangalore,Weaving,1,2000,Completed,2000,1600.0,4.6,No,Traveler Success
CRB5197,2026-07-05,Priya Sharma,u1944,Travel Blog,Udaipur,Warli Painting,4,2200,Completed,8800,7040.0,4.9,No,Customer Success
CRB5198,2026-07-05,Rahul Mehta,u1957,Direct,Khurja,Blue Pottery,1,3000,Completed,3000,2400.0,4.2,No,Revenue / Enterprise Team
CRB5199,2026-07-05,Mark Thompson,u1964,Google Search,Udaipur,Weaving,3,3500,Cancelled,10500,0,,No,Traveler Success
CRB5200,2026-07-05,Sofia Martinez,u1969,Referral,Varanasi,Blue Pottery,12,3000,No-show,36000,0,,No,Traveler Success
CRB5201,2026-07-05,Ananya Reddy,u1972,Referral,Jaipur,Warli Painting,4,2200,Completed,8800,7040.0,4.5,No,Traveler Success
CRB5202,2026-07-05,Mark Thompson,u1980,Instagram,Varanasi,Pottery,2,2000,Completed,4000,3200.0,4.3,Yes,Customer Success
CRB5203,2026-07-05,Ananya Reddy,u1984,Instagram,Bangalore,Warli Painting,4,2000,Completed,8000,6400.0,4.9,Yes,Traveler Success
CRB5204,2026-07-05,Sofia Martinez,u1987,Instagram,Udaipur,Blue Pottery,1,2200,Completed,2200,1760.0,4.0,No,Traveler Success
CRB5205,2026-07-05,Ananya Reddy,u1989,Google Search,Khurja,Weaving,2,1500,Completed,3000,2400.0,4.3,Yes,Traveler Success
CRB5206,2026-07-05,Rahul Mehta,u1992,Instagram,Bangalore,Pottery,1,1500,Completed,1500,1200.0,4.1,No,Customer Success
CRB5207,2026-07-05,Sofia Martinez,u2000,Referral,Varanasi,Warli Painting,10,2000,Completed,20000,16000.0,4.6,No,Revenue / Enterprise Team
CRB5208,2026-07-05,Rahul Mehta,u2005,Instagram,Khurja,Block Printing,10,1500,Completed,15000,12000.0,4.4,No,Revenue / Enterprise Team
CRB5209,2026-07-05,Priya Sharma,u2014,Direct,Bangalore,Block Printing,2,2200,Completed,4400,3520.0,4.3,Yes,Traveler Success
CRB5210,2026-07-05,Rahul Mehta,u2015,Direct,Varanasi,Pottery,12,3500,Completed,42000,33600.0,4.6,No,Customer Success
CRB5211,2026-07-05,Priya Sharma,u2016,Direct,Khurja,Warli Painting,10,2500,Completed,25000,20000.0,4.1,Yes,Revenue / Enterprise Team
CRB5212,2026-07-05,Priya Sharma,u2019,Referral,Udaipur,Weaving,4,2500,Completed,10000,8000.0,4.8,No,Traveler Success
CRB5213,2026-07-05,Sofia Martinez,u2021,Travel Blog,Bangalore,Warli Painting,1,2000,Completed,2000,1600.0,4.5,Yes,Revenue / Enterprise Team
CRB5214,2026-07-05,Sofia Martinez,u2038,Referral,Bangalore,Pottery,3,3500,Completed,10500,8400.0,4.5,No,Revenue / Enterprise Team
CRB5215,2026-07-05,Priya Sharma,u2040,Referral,Bangalore,Pottery,1,1500,Completed,1500,1200.0,4.5,No,Customer Success
CRB5216,2026-07-05,Ananya Reddy,u2043,Direct,Varanasi,Blue Pottery,6,2000,Completed,12000,9600.0,4.8,No,Traveler Success
CRB5217,2026-07-05,Rahul Mehta,u2044,Google Search,Jaipur,Pottery,1,2200,Completed,2200,1760.0,3.9,No,Customer Success
CRB5218,2026-07-05,Ananya Reddy,u2057,Google Search,Udaipur,Pottery,2,1500,Completed,3000,2400.0,5.0,No,Customer Success
CRB5219,2026-07-05,Sofia Martinez,u2068,Google Search,Udaipur,Pottery,4,1800,Completed,7200,5760.0,4.2,Yes,Traveler Success
CRB5220,2026-07-05,Rahul Mehta,u2070,Google Search,Udaipur,Blue Pottery,1,1500,Completed,1500,1200.0,4.9,Yes,Traveler Success
CRB5221,2026-07-05,Rahul Mehta,u2072,Referral,Khurja,Warli Painting,12,2000,Completed,24000,19200.0,4.2,No,Traveler Success
CRB5222,2026-07-05,Sofia Martinez,u2077,Travel Blog,Jaipur,Pottery,4,1800,Completed,7200,5760.0,5.0,Yes,Customer Success
CRB5223,2026-07-05,Ananya Reddy,u2078,Referral,Bangalore,Blue Pottery,2,1500,Completed,3000,2400.0,4.1,No,Revenue / Enterprise Team
CRB5224,2026-07-05,Rahul Mehta,u2091,Referral,Bangalore,Pottery,3,2200,Completed,6600,5280.0,4.1,No,Traveler Success
CRB5225,2026-07-05,Sofia Martinez,u2101,Instagram,Jaipur,Blue Pottery,2,2200,Completed,4400,3520.0,4.5,No,Revenue / Enterprise Team
CRB5226,2026-07-05,Rahul Mehta,u2103,Referral,Jaipur,Blue Pottery,2,3000,Completed,6000,4800.0,4.8,No,Customer Success
CRB5227,2026-07-05,Priya Sharma,u2105,Travel Blog,Varanasi,Block Printing,1,3000,No-show,3000,0,,No,Customer Success
CRB5228,2026-07-05,Sofia Martinez,u2114,Direct,Bangalore,Blue Pottery,6,2500,Completed,15000,12000.0,4.3,Yes,Customer Success
CRB5229,2026-07-05,Mark Thompson,u2115,Direct,Varanasi,Blue Pottery,3,2200,Completed,6600,5280.0,4.1,No,Traveler Success
CRB5230,2026-07-05,Priya Sharma,u2118,Instagram,Udaipur,Pottery,10,2200,Completed,22000,17600.0,3.9,No,Customer Success
CRB5231,2026-07-05,Priya Sharma,u2122,Referral,Jaipur,Warli Painting,2,3000,Completed,6000,4800.0,4.8,Yes,Revenue / Enterprise Team
CRB5232,2026-07-05,Rahul Mehta,u2123,Direct,Jaipur,Warli Painting,3,2000,Completed,6000,4800.0,4.3,No,Revenue / Enterprise Team
CRB5233,2026-07-05,Rahul Mehta,u2126,Referral,Varanasi,Warli Painting,10,2000,Completed,20000,16000.0,4.7,No,Traveler Success
CRB5234,2026-07-05,Rahul Mehta,u2133,Direct,Varanasi,Weaving,2,3000,Completed,6000,4800.0,4.9,No,Revenue / Enterprise Team
CRB5235,2026-07-05,Rahul Mehta,u2134,Referral,Udaipur,Pottery,10,3000,Completed,30000,24000.0,4.4,No,Traveler Success
CRB5236,2026-07-05,Rahul Mehta,u2141,Direct,Bangalore,Warli Painting,2,3000,Completed,6000,4800.0,3.9,No,Customer Success
CRB5237,2026-07-05,Sofia Martinez,u2143,Instagram,Jaipur,Block Printing,2,2000,Completed,4000,3200.0,4.5,No,Revenue / Enterprise Team
CRB5238,2026-07-05,Priya Sharma,u2146,Travel Blog,Khurja,Warli Painting,12,1500,Completed,18000,14400.0,4.2,No,Traveler Success
CRB5239,2026-07-06,Rahul Mehta,u2147,Referral,Bangalore,Weaving,6,2000,Completed,12000,9600.0,4.0,No,Traveler Success
CRB5240,2026-07-06,Priya Sharma,u2160,Google Search,Jaipur,Weaving,12,1500,Completed,18000,14400.0,4.3,No,Traveler Success
CRB5241,2026-07-06,Ananya Reddy,u2163,Direct,Khurja,Weaving,4,2200,Completed,8800,7040.0,5.0,Yes,Revenue / Enterprise Team
CRB5242,2026-07-06,Mark Thompson,u2165,Referral,Udaipur,Block Printing,3,2200,Completed,6600,5280.0,4.9,Yes,Customer Success
CRB5243,2026-07-06,Rahul Mehta,u2166,Travel Blog,Bangalore,Blue Pottery,1,2000,Completed,2000,1600.0,3.9,No,Customer Success
CRB5244,2026-07-06,Rahul Mehta,u2168,Google Search,Khurja,Weaving,10,2500,Completed,25000,20000.0,4.4,No,Revenue / Enterprise Team
CRB5245,2026-07-06,Rahul Mehta,u2171,Google Search,Bangalore,Warli Painting,2,2000,Completed,4000,3200.0,4.8,No,Customer Success
CRB5246,2026-07-06,Sofia Martinez,u2175,Instagram,Khurja,Block Printing,2,2200,Completed,4400,3520.0,4.4,Yes,Revenue / Enterprise Team
CRB5247,2026-07-06,Priya Sharma,u2179,Instagram,Jaipur,Blue Pottery,1,3500,Completed,3500,2800.0,4.2,No,Revenue / Enterprise Team
CRB5248,2026-07-06,Mark Thompson,u2180,Google Search,Khurja,Blue Pottery,3,1500,Completed,4500,3600.0,4.3,No,Traveler Success
CRB5249,2026-07-06,Priya Sharma,u2182,Google Search,Jaipur,Warli Painting,3,2500,Completed,7500,6000.0,4.8,No,Revenue / Enterprise Team
CRB5250,2026-07-06,Rahul Mehta,u2191,Referral,Varanasi,Pottery,1,3500,Completed,3500,2800.0,4.9,No,Traveler Success
CRB5251,2026-07-06,Sofia Martinez,u2192,Travel Blog,Bangalore,Block Printing,6,3500,Completed,21000,16800.0,3.9,Yes,Customer Success
CRB5252,2026-07-06,Rahul Mehta,u2193,Direct,Udaipur,Block Printing,10,2200,Completed,22000,17600.0,4.1,Yes,Customer Success
CRB5253,2026-07-06,Mark Thompson,u2197,Google Search,Bangalore,Pottery,12,1800,Completed,21600,17280.0,3.9,No,Revenue / Enterprise Team
CRB5254,2026-07-06,Ananya Reddy,u2200,Instagram,Bangalore,Warli Painting,1,2200,Completed,2200,1760.0,4.6,Yes,Customer Success
CRB5255,2026-07-06,Priya Sharma,u2207,Instagram,Varanasi,Block Printing,4,2200,Completed,8800,7040.0,4.7,Yes,Traveler Success
CRB5256,2026-07-06,Priya Sharma,u2208,Google Search,Varanasi,Pottery,3,1800,Completed,5400,4320.0,4.1,Yes,Revenue / Enterprise Team
CRB5257,2026-07-06,Rahul Mehta,u2209,Google Search,Udaipur,Block Printing,6,3500,Completed,21000,16800.0,4.4,No,Revenue / Enterprise Team
CRB5258,2026-07-06,Ananya Reddy,u2210,Instagram,Jaipur,Pottery,10,3000,Completed,30000,24000.0,5.0,Yes,Revenue / Enterprise Team
CRB5259,2026-07-06,Sofia Martinez,u2211,Direct,Khurja,Warli Painting,4,3500,Completed,14000,11200.0,4.5,No,Revenue / Enterprise Team
CRB5260,2026-07-06,Sofia Martinez,u2213,Direct,Varanasi,Blue Pottery,12,3000,No-show,36000,0,,No,Revenue / Enterprise Team
CRB5261,2026-07-06,Rahul Mehta,u2220,Referral,Udaipur,Weaving,4,3000,Completed,12000,9600.0,4.2,Yes,Customer Success
CRB5262,2026-07-06,Mark Thompson,u2221,Google Search,Jaipur,Block Printing,3,3000,Completed,9000,7200.0,4.8,No,Revenue / Enterprise Team
CRB5263,2026-07-06,Sofia Martinez,u2222,Direct,Khurja,Warli Painting,6,3500,No-show,21000,0,,Yes,Customer Success
CRB5264,2026-07-06,Sofia Martinez,u2238,Instagram,Udaipur,Block Printing,10,2200,Completed,22000,17600.0,4.4,Yes,Customer Success
CRB5265,2026-07-06,Rahul Mehta,u2241,Google Search,Bangalore,Blue Pottery,2,3500,Completed,7000,5600.0,4.4,No,Customer Success
CRB5266,2026-07-06,Ananya Reddy,u2245,Travel Blog,Udaipur,Blue Pottery,10,3000,Cancelled,30000,0,,No,Customer Success
CRB5267,2026-07-06,Ananya Reddy,u2253,Google Search,Varanasi,Blue Pottery,3,3000,No-show,9000,0,,No,Customer Success
CRB5268,2026-07-06,Ananya Reddy,u2254,Google Search,Khurja,Block Printing,10,1800,Completed,18000,14400.0,4.6,No,Customer Success
CRB5269,2026-07-06,Ananya Reddy,u2259,Google Search,Khurja,Block Printing,3,3000,Completed,9000,7200.0,4.9,No,Traveler Success
CRB5270,2026-07-06,Priya Sharma,u2263,Google Search,Jaipur,Blue Pottery,3,1500,Completed,4500,3600.0,4.5,Yes,Traveler Success
CRB5271,2026-07-06,Ananya Reddy,u2265,Direct,Bangalore,Pottery,10,3000,Cancelled,30000,0,,No,Traveler Success
CRB5272,2026-07-06,Sofia Martinez,u2274,Instagram,Khurja,Weaving,3,3500,Completed,10500,8400.0,4.5,No,Traveler Success
CRB5273,2026-07-06,Ananya Reddy,u2275,Travel Blog,Jaipur,Block Printing,2,1800,Completed,3600,2880.0,4.5,No,Revenue / Enterprise Team
CRB5274,2026-07-06,Mark Thompson,u2284,Direct,Bangalore,Blue Pottery,2,1800,Completed,3600,2880.0,4.7,No,Customer Success
CRB5275,2026-07-06,Ananya Reddy,u2299,Referral,Jaipur,Pottery,10,2500,Completed,25000,20000.0,4.3,No,Traveler Success
CRB5276,2026-07-06,Sofia Martinez,u2301,Travel Blog,Bangalore,Pottery,3,2000,No-show,6000,0,,No,Revenue / Enterprise Team
CRB5277,2026-07-06,Priya Sharma,u2302,Direct,Jaipur,Pottery,2,2000,Completed,4000,3200.0,4.4,Yes,Traveler Success
CRB5278,2026-07-06,Sofia Martinez,u2303,Referral,Jaipur,Warli Painting,1,2200,Completed,2200,1760.0,4.7,No,Customer Success
CRB5279,2026-07-06,Mark Thompson,u2309,Travel Blog,Bangalore,Blue Pottery,6,1500,Completed,9000,7200.0,5.0,No,Traveler Success
CRB5280,2026-07-06,Mark Thompson,u2315,Travel Blog,Jaipur,Blue Pottery,2,1500,Completed,3000,2400.0,4.0,No,Customer Success
CRB5281,2026-07-06,Priya Sharma,u2319,Travel Blog,Bangalore,Blue Pottery,2,1500,Completed,3000,2400.0,4.9,No,Traveler Success
CRB5282,2026-07-06,Mark Thompson,u2338,Google Search,Udaipur,Blue Pottery,6,2200,Completed,13200,10560.0,5.0,No,Traveler Success
CRB5283,2026-07-06,Priya Sharma,u2342,Referral,Jaipur,Block Printing,3,1500,Completed,4500,3600.0,4.4,No,Customer Success
CRB5284,2026-07-06,Rahul Mehta,u2343,Travel Blog,Udaipur,Weaving,2,2200,Completed,4400,3520.0,4.5,No,Traveler Success
CRB5285,2026-07-06,Rahul Mehta,u2347,Instagram,Khurja,Warli Painting,1,1500,No-show,1500,0,,No,Customer Success
CRB5286,2026-07-06,Mark Thompson,u2355,Referral,Udaipur,Pottery,10,3000,Completed,30000,24000.0,4.6,No,Revenue / Enterprise Team
CRB5287,2026-07-07,Ananya Reddy,u2360,Referral,Varanasi,Pottery,10,1800,Completed,18000,14400.0,4.9,No,Revenue / Enterprise Team
CRB5288,2026-07-07,Priya Sharma,u2371,Referral,Jaipur,Block Printing,1,1500,Completed,1500,1200.0,4.4,No,Revenue / Enterprise Team
CRB5289,2026-07-07,Rahul Mehta,u2374,Instagram,Udaipur,Warli Painting,1,2500,Completed,2500,2000.0,4.9,No,Traveler Success
CRB5290,2026-07-07,Rahul Mehta,u2378,Referral,Varanasi,Blue Pottery,10,1800,Cancelled,18000,0,,Yes,Customer Success
CRB5291,2026-07-07,Sofia Martinez,u2382,Google Search,Jaipur,Warli Painting,12,1500,Completed,18000,14400.0,4.1,No,Customer Success
CRB5292,2026-07-07,Mark Thompson,u2385,Referral,Khurja,Block Printing,6,1500,Completed,9000,7200.0,4.4,Yes,Customer Success
CRB5293,2026-07-07,Sofia Martinez,u2399,Google Search,Khurja,Weaving,1,2000,Completed,2000,1600.0,4.9,No,Customer Success
CRB5294,2026-07-07,Rahul Mehta,u2403,Referral,Varanasi,Block Printing,2,2000,Completed,4000,3200.0,4.7,No,Traveler Success
CRB5295,2026-07-07,Ananya Reddy,u2406,Google Search,Khurja,Blue Pottery,6,2000,Completed,12000,9600.0,4.0,Yes,Traveler Success
CRB5296,2026-07-07,Sofia Martinez,u2414,Travel Blog,Udaipur,Warli Painting,3,2500,Completed,7500,6000.0,4.7,No,Customer Success
CRB5297,2026-07-07,Ananya Reddy,u2415,Google Search,Varanasi,Weaving,3,2000,Completed,6000,4800.0,4.9,No,Traveler Success
CRB5298,2026-07-07,Sofia Martinez,u2421,Direct,Jaipur,Blue Pottery,3,3500,Completed,10500,8400.0,4.0,No,Customer Success
CRB5299,2026-07-07,Ananya Reddy,u2424,Google Search,Bangalore,Blue Pottery,4,1800,Completed,7200,5760.0,4.6,Yes,Traveler Success
CRB5300,2026-07-07,Rahul Mehta,u2429,Direct,Jaipur,Block Printing,6,3500,Completed,21000,16800.0,4.4,No,Traveler Success
CRB5301,2026-07-07,Rahul Mehta,u2430,Referral,Varanasi,Blue Pottery,2,1500,Completed,3000,2400.0,4.2,No,Traveler Success
CRB5302,2026-07-07,Sofia Martinez,u2436,Referral,Bangalore,Pottery,4,2500,Completed,10000,8000.0,3.9,No,Customer Success
CRB5303,2026-07-07,Priya Sharma,u2437,Instagram,Jaipur,Pottery,12,3000,Completed,36000,28800.0,4.8,No,Revenue / Enterprise Team
CRB5304,2026-07-07,Priya Sharma,u2448,Travel Blog,Khurja,Pottery,2,2200,Completed,4400,3520.0,4.3,Yes,Revenue / Enterprise Team
CRB5305,2026-07-07,Rahul Mehta,u2450,Instagram,Khurja,Weaving,10,1800,Completed,18000,14400.0,4.0,No,Customer Success
CRB5306,2026-07-07,Priya Sharma,u2454,Travel Blog,Udaipur,Warli Painting,4,3000,Completed,12000,9600.0,4.1,No,Traveler Success
CRB5307,2026-07-07,Ananya Reddy,u2458,Travel Blog,Khurja,Weaving,6,1500,Completed,9000,7200.0,3.9,Yes,Customer Success
CRB5308,2026-07-07,Sofia Martinez,u2459,Google Search,Bangalore,Pottery,1,2500,No-show,2500,0,,Yes,Traveler Success
CRB5309,2026-07-07,Ananya Reddy,u2463,Direct,Jaipur,Warli Painting,10,2200,Completed,22000,17600.0,4.1,No,Traveler Success
CRB5310,2026-07-07,Priya Sharma,u2483,Travel Blog,Udaipur,Pottery,12,1800,Completed,21600,17280.0,4.1,No,Customer Success
CRB5311,2026-07-07,Rahul Mehta,u2487,Travel Blog,Varanasi,Weaving,10,1500,Completed,15000,12000.0,4.8,No,Revenue / Enterprise Team
CRB5312,2026-07-07,Rahul Mehta,u2490,Travel Blog,Udaipur,Warli Painting,6,3000,Completed,18000,14400.0,4.5,No,Traveler Success
CRB5313,2026-07-07,Priya Sharma,u2496,Travel Blog,Bangalore,Pottery,3,3000,Completed,9000,7200.0,4.8,No,Customer Success
CRB5314,2026-07-07,Sofia Martinez,u2503,Instagram,Udaipur,Warli Painting,1,3000,Completed,3000,2400.0,4.1,No,Traveler Success
CRB5315,2026-07-07,Sofia Martinez,u2510,Travel Blog,Khurja,Warli Painting,1,3500,Cancelled,3500,0,,No,Revenue / Enterprise Team
CRB5316,2026-07-07,Ananya Reddy,u2512,Travel Blog,Khurja,Block Printing,10,3500,Completed,35000,28000.0,4.8,No,Traveler Success
CRB5317,2026-07-07,Sofia Martinez,u2522,Google Search,Udaipur,Block Printing,2,1800,Completed,3600,2880.0,4.2,No,Traveler Success
CRB5318,2026-07-07,Rahul Mehta,u2528,Google Search,Jaipur,Weaving,2,2000,Completed,4000,3200.0,3.9,No,Customer Success
CRB5319,2026-07-07,Rahul Mehta,u2534,Direct,Jaipur,Warli Painting,2,2200,Completed,4400,3520.0,4.4,No,Customer Success
CRB5320,2026-07-07,Mark Thompson,u2536,Travel Blog,Khurja,Weaving,2,3500,Completed,7000,5600.0,4.6,No,Customer Success
CRB5321,2026-07-07,Mark Thompson,u2540,Travel Blog,Varanasi,Weaving,1,2000,Completed,2000,1600.0,4.0,No,Traveler Success
CRB5322,2026-07-07,Mark Thompson,u2543,Travel Blog,Jaipur,Warli Painting,2,2200,Completed,4400,3520.0,4.7,No,Customer Success
CRB5323,2026-07-07,Priya Sharma,u2556,Instagram,Varanasi,Warli Painting,3,3000,Completed,9000,7200.0,3.9,No,Customer Success
CRB5324,2026-07-07,Sofia Martinez,u2557,Travel Blog,Khurja,Blue Pottery,6,3500,Cancelled,21000,0,,No,Revenue / Enterprise Team
CRB5325,2026-07-07,Sofia Martinez,u2561,Direct,Jaipur,Pottery,1,2200,Completed,2200,1760.0,4.6,No,Customer Success
CRB5326,2026-07-07,Priya Sharma,u2562,Instagram,Bangalore,Block Printing,10,2500,Completed,25000,20000.0,4.2,No,Revenue / Enterprise Team
CRB5327,2026-07-07,Priya Sharma,u2563,Travel Blog,Khurja,Weaving,12,2500,Completed,30000,24000.0,4.6,No,Traveler Success
CRB5328,2026-07-07,Ananya Reddy,u2564,Instagram,Jaipur,Warli Painting,3,2500,Completed,7500,6000.0,4.3,No,Customer Success
CRB5329,2026-07-07,Mark Thompson,u2573,Direct,Varanasi,Pottery,2,1500,Completed,3000,2400.0,4.3,No,Revenue / Enterprise Team
CRB5330,2026-07-08,Sofia Martinez,u2586,Direct,Khurja,Weaving,12,1500,Completed,18000,14400.0,3.9,No,Traveler Success
CRB5331,2026-07-08,Sofia Martinez,u2589,Google Search,Khurja,Blue Pottery,12,2000,Completed,24000,19200.0,4.3,Yes,Customer Success
CRB5332,2026-07-08,Sofia Martinez,u2591,Referral,Bangalore,Pottery,3,2000,Completed,6000,4800.0,4.9,No,Customer Success
CRB5333,2026-07-08,Rahul Mehta,u2605,Travel Blog,Bangalore,Pottery,2,2500,Completed,5000,4000.0,4.4,No,Customer Success
CRB5334,2026-07-08,Sofia Martinez,u2608,Direct,Jaipur,Blue Pottery,3,1800,Completed,5400,4320.0,4.0,No,Customer Success
CRB5335,2026-07-08,Sofia Martinez,u2609,Instagram,Bangalore,Blue Pottery,2,2200,Completed,4400,3520.0,3.8,Yes,Revenue / Enterprise Team
CRB5336,2026-07-08,Rahul Mehta,u2617,Travel Blog,Udaipur,Blue Pottery,4,1800,Completed,7200,5760.0,4.5,No,Traveler Success
CRB5337,2026-07-08,Mark Thompson,u2628,Referral,Udaipur,Warli Painting,12,1800,Completed,21600,17280.0,4.4,No,Revenue / Enterprise Team
CRB5338,2026-07-08,Priya Sharma,u2635,Direct,Bangalore,Weaving,2,2500,Completed,5000,4000.0,4.1,Yes,Customer Success
CRB5339,2026-07-08,Ananya Reddy,u2646,Google Search,Udaipur,Blue Pottery,6,2000,Completed,12000,9600.0,3.9,Yes,Revenue / Enterprise Team
CRB5340,2026-07-08,Mark Thompson,u2648,Direct,Bangalore,Block Printing,1,1500,Completed,1500,1200.0,4.1,No,Revenue / Enterprise Team
CRB5341,2026-07-08,Ananya Reddy,u2654,Travel Blog,Bangalore,Blue Pottery,3,2000,Completed,6000,4800.0,4.2,Yes,Traveler Success
CRB5342,2026-07-08,Mark Thompson,u2658,Instagram,Udaipur,Blue Pottery,10,2500,Completed,25000,20000.0,4.4,Yes,Revenue / Enterprise Team
CRB5343,2026-07-08,Priya Sharma,u2659,Referral,Varanasi,Warli Painting,10,3500,Completed,35000,28000.0,4.7,Yes,Revenue / Enterprise Team
CRB5344,2026-07-08,Priya Sharma,u2666,Referral,Varanasi,Pottery,1,2000,Completed,2000,1600.0,4.1,Yes,Customer Success
CRB5345,2026-07-08,Priya Sharma,u2668,Referral,Varanasi,Weaving,2,3500,Completed,7000,5600.0,3.9,No,Revenue / Enterprise Team
CRB5346,2026-07-08,Mark Thompson,u2672,Instagram,Bangalore,Blue Pottery,6,3500,Completed,21000,16800.0,4.6,No,Traveler Success
CRB5347,2026-07-08,Rahul Mehta,u2674,Referral,Udaipur,Weaving,2,2500,Completed,5000,4000.0,4.8,No,Traveler Success
CRB5348,2026-07-08,Mark Thompson,u2681,Google Search,Udaipur,Weaving,10,2000,Completed,20000,16000.0,3.9,No,Revenue / Enterprise Team
CRB5349,2026-07-08,Sofia Martinez,u2688,Direct,Udaipur,Block Printing,2,1500,Completed,3000,2400.0,4.9,No,Traveler Success
CRB5350,2026-07-08,Ananya Reddy,u2696,Instagram,Khurja,Weaving,10,2000,Completed,20000,16000.0,4.0,Yes,Revenue / Enterprise Team
CRB5351,2026-07-08,Rahul Mehta,u2698,Referral,Jaipur,Weaving,12,1800,Completed,21600,17280.0,4.9,Yes,Traveler Success
CRB5352,2026-07-08,Rahul Mehta,u2705,Instagram,Khurja,Weaving,2,3000,Completed,6000,4800.0,4.2,No,Customer Success
CRB5353,2026-07-08,Sofia Martinez,u2712,Instagram,Bangalore,Pottery,3,3000,Completed,9000,7200.0,4.1,No,Revenue / Enterprise Team
CRB5354,2026-07-08,Rahul Mehta,u2713,Referral,Udaipur,Warli Painting,3,2000,Completed,6000,4800.0,4.6,No,Revenue / Enterprise Team
CRB5355,2026-07-08,Mark Thompson,u2718,Travel Blog,Bangalore,Blue Pottery,3,3500,Completed,10500,8400.0,4.7,No,Customer Success
CRB5356,2026-07-08,Priya Sharma,u2728,Referral,Udaipur,Pottery,1,3500,Cancelled,3500,0,,No,Customer Success
CRB5357,2026-07-08,Mark Thompson,u2734,Google Search,Jaipur,Warli Painting,4,3500,Completed,14000,11200.0,3.8,No,Traveler Success
CRB5358,2026-07-08,Rahul Mehta,u2743,Travel Blog,Bangalore,Warli Painting,10,2000,Completed,20000,16000.0,3.8,No,Traveler Success
CRB5359,2026-07-08,Priya Sharma,u2746,Direct,Jaipur,Block Printing,1,1800,Completed,1800,1440.0,4.0,Yes,Customer Success
CRB5360,2026-07-08,Mark Thompson,u2750,Google Search,Khurja,Weaving,6,2500,Completed,15000,12000.0,4.1,No,Traveler Success
CRB5361,2026-07-08,Sofia Martinez,u2751,Direct,Udaipur,Block Printing,1,2000,Completed,2000,1600.0,3.9,No,Traveler Success
CRB5362,2026-07-08,Sofia Martinez,u2752,Instagram,Bangalore,Blue Pottery,3,2000,Completed,6000,4800.0,4.1,No,Customer Success
CRB5363,2026-07-08,Rahul Mehta,u2755,Referral,Khurja,Weaving,10,2000,Completed,20000,16000.0,4.5,No,Traveler Success
CRB5364,2026-07-08,Mark Thompson,u2757,Google Search,Khurja,Pottery,1,1800,Completed,1800,1440.0,4.6,No,Revenue / Enterprise Team
CRB5365,2026-07-08,Mark Thompson,u2766,Instagram,Khurja,Blue Pottery,6,1500,Cancelled,9000,0,,Yes,Revenue / Enterprise Team
CRB5366,2026-07-08,Mark Thompson,u2772,Instagram,Jaipur,Blue Pottery,4,3500,Completed,14000,11200.0,3.8,No,Revenue / Enterprise Team
CRB5367,2026-07-08,Mark Thompson,u2775,Referral,Jaipur,Pottery,10,1800,Completed,18000,14400.0,4.9,No,Revenue / Enterprise Team
CRB5368,2026-07-08,Sofia Martinez,u2789,Referral,Jaipur,Warli Painting,1,1500,Completed,1500,1200.0,4.4,No,Customer Success
CRB5369,2026-07-08,Ananya Reddy,u2800,Google Search,Khurja,Weaving,2,3500,Completed,7000,5600.0,4.4,No,Traveler Success
CRB5370,2026-07-08,Sofia Martinez,u2803,Referral,Jaipur,Blue Pottery,10,3000,Completed,30000,24000.0,4.3,No,Traveler Success
CRB5371,2026-07-08,Mark Thompson,u2805,Referral,Udaipur,Warli Painting,1,1800,Completed,1800,1440.0,4.1,No,Revenue / Enterprise Team
